rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
9.0,"find our identity, embrace our uniqueness, and defy those who seek to define us",robinbagaygay,"Apr 26, 2024",,find ident embrac uniqu defi seek defin u,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('ident embrac uniqu', 'nsubj', 'defi'), ('defin', 'dobj', 'seek'), ('u', 'dobj', 'seek')]","[('find', 'ROOT', 'find'), ('ident', 'compound', 'embrac'), ('embrac', 'compound', 'uniqu'), ('uniqu', 'nsubj', 'defi'), ('defi', 'nsubj', 'seek'), ('seek', 'ccomp', 'find'), ('defin', 'dobj', 'seek'), ('u', 'dobj', 'seek')]",{}
9.0,Somehow it lived up to expectations,jackjbuckley,"Jun 2, 2023",,somehow live expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('somehow', 'advmod', 'live'), ('live', 'acomp', 'expect'), ('expect', 'ROOT', 'expect')]",{}
10.0,PhenominSpiderman: Across The Verse - A Spectacular Multiverse Adventureal,bolebharat,"Jul 15, 2024",,phenominspiderman across vers spectacular multivers adventur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('phenominspiderman', 'nsubj', 'adventur'), ('vers', 'pobj', 'across'), ('spectacular multivers', 'dobj', 'vers')]","[('phenominspiderman', 'nsubj', 'adventur'), ('across', 'prep', 'phenominspiderman'), ('vers', 'pobj', 'across'), ('spectacular', 'amod', 'multivers'), ('multivers', 'dobj', 'vers'), ('adventur', 'ROOT', 'adventur')]",{}
10.0,Best Spiderman film in years!,yehonatanresnick,"Apr 4, 2024",,best spiderman film year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman film year', 'ROOT', 'year')]","[('best', 'amod', 'year'), ('spiderman', 'compound', 'film'), ('film', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
10.0,Amazing movie,Moonylixht,"Apr 23, 2024",,amaz movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('amaz movi', 'ROOT', 'movi')]","[('amaz', 'advmod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
3.0,Doesnt hold up to the first movie.,rich-12169,"Sep 25, 2023",,doesnt hold first movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('first movi', 'dobj', 'hold')]","[('does', 'aux', 'hold'), ('nt', 'neg', 'hold'), ('hold', 'ROOT', 'hold'), ('first', 'amod', 'movi'), ('movi', 'dobj', 'hold')]",{'ORDINAL': 1}
10.0,The most Amazing Spider-Man movie ever made,gregthomas-389-620584,"Jun 1, 2023",,amaz spiderman movi ever made,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman movi', 'nsubj', 'made')]","[('amaz', 'advmod', 'made'), ('spiderman', 'compound', 'movi'), ('movi', 'nsubj', 'made'), ('ever', 'advmod', 'made'), ('made', 'ROOT', 'made')]",{}
8.0,The Dark Side of Miles Morales,tamerawillis,"Jul 15, 2024",,dark side mile moral,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('dark side mile', 'ROOT', 'mile')]","[('dark', 'amod', 'mile'), ('side', 'compound', 'mile'), ('mile', 'ROOT', 'mile'), ('moral', 'amod', 'mile')]",{}
8.0,My First Animated Spiderman,mike-gullett,"Jun 12, 2023",,first anim spiderman,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('first anim spiderman', 'ROOT', 'spiderman')]","[('first', 'amod', 'spiderman'), ('anim', 'compound', 'spiderman'), ('spiderman', 'ROOT', 'spiderman')]",{'ORDINAL': 1}
10.0,Perfection in and out of itself.,shawnyaddanapudi,"Jun 3, 2023",,perfect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('perfect', 'ROOT', 'perfect')]",{}
10.0,Dope,VeryNotMe,"Jun 2, 2023",,dope,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('dope', 'ROOT', 'dope')]","[('dope', 'ROOT', 'dope')]",{}
8.0,Visual spectacle,khanrulz69,"Oct 5, 2023",,visual spectacl,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual spectacl', 'ROOT', 'spectacl')]","[('visual', 'amod', 'spectacl'), ('spectacl', 'ROOT', 'spectacl')]",{}
10.0,Gretest Movie of 2023,makonngranston,"May 6, 2024",,gretest movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('gretest movi', 'ROOT', 'movi')]","[('gretest', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
9.0,FENTASTIC ANIMATED MOVIE,harshat-95740,"Jul 19, 2024",,fentast anim movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fentast anim movi', 'ROOT', 'movi')]","[('fentast', 'compound', 'movi'), ('anim', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
10.0,One of the best animation movie,dhanshrimilk,"Jul 26, 2024",,one best anim movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best anim movi', 'ROOT', 'movi')]","[('one', 'nummod', 'movi'), ('best', 'amod', 'movi'), ('anim', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'CARDINAL': 1}
9.0,A worthy sequel,SmoreReviews,"Mar 22, 2024",,worthi sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('worthi', 'nsubj', 'sequel')]","[('worthi', 'nsubj', 'sequel'), ('sequel', 'ROOT', 'sequel')]",{}
8.0,"Great movie, but...",OnlyAtJMart,"Jun 4, 2023",,great movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great movi', 'ROOT', 'movi')]","[('great', 'amod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
4.0,It's part 1 of a 2-parter,sunflower1343,"Nov 15, 2023",,part parter,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('part parter', 'ROOT', 'parter')]","[('part', 'compound', 'parter'), ('parter', 'ROOT', 'parter')]",{}
10.0,Perfect sequel,Esssay,"Apr 16, 2024",,perfect sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('perfect sequel', 'ROOT', 'sequel')]","[('perfect', 'amod', 'sequel'), ('sequel', 'ROOT', 'sequel')]",{}
8.0,One big web with all itsy bitsy spiders,FilmFrameByFrame,"Jul 30, 2024",,one big web itsi bitsi spider,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one big web itsi bitsi spider', 'ROOT', 'spider')]","[('one', 'nummod', 'itsi'), ('big', 'amod', 'itsi'), ('web', 'compound', 'itsi'), ('itsi', 'compound', 'spider'), ('bitsi', 'compound', 'spider'), ('spider', 'ROOT', 'spider')]",{'CARDINAL': 1}
10.0,I don't know what to say,william-dunscombe,"Jun 24, 2023",,dont know say,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('do', 'aux', 'know'), ('nt', 'neg', 'know'), ('know', 'ROOT', 'know'), ('say', 'intj', 'know')]",{}
10.0,AMAZING!!!!!!,dani_moura,"Jun 1, 2023",,amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('amaz', 'ROOT', 'amaz')]",{}
10.0,MUY BUENAPELICULA SIEMPRE LA VEO,esduinmerino,"Apr 14, 2024",,muy buenapelicula siempr la veo,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('muy buenapelicula', 'nsubj', 'siempr'), ('la veo', 'dobj', 'siempr')]","[('muy', 'compound', 'buenapelicula'), ('buenapelicula', 'nsubj', 'siempr'), ('siempr', 'ROOT', 'siempr'), ('la', 'compound', 'veo'), ('veo', 'dobj', 'siempr')]",{'ORG': 1}
10.0,Welcome Addition to the Spider-Man Movie Collection,view_and_review,"Aug 14, 2023",,welcom addit spiderman movi collect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('welcom addit spiderman movi', 'nsubj', 'collect')]","[('welcom', 'compound', 'spiderman'), ('addit', 'compound', 'spiderman'), ('spiderman', 'compound', 'movi'), ('movi', 'nsubj', 'collect'), ('collect', 'ROOT', 'collect')]",{'ORG': 1}
2.0,2 1/2 hours of my life I will never regain,dmr58,"Jun 4, 2023",,hour life never regain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('hour life', 'nsubj', 'regain')]","[('hour', 'compound', 'life'), ('life', 'nsubj', 'regain'), ('never', 'neg', 'regain'), ('regain', 'ROOT', 'regain')]",{}
10.0,An animation for the ages,sonicheze8,"Jun 4, 2023",,anim age,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim age', 'ROOT', 'age')]","[('anim', 'compound', 'age'), ('age', 'ROOT', 'age')]",{}
9.0,Takes this series in a much darker direction without ever relenting on the fantastic animation and important character development,MrDHWong,"Jun 1, 2023",,take seri much darker direct without ever relent fantast anim import charact develop,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('relent fantast anim import charact', 'nsubj', 'develop')]","[('take', 'ROOT', 'take'), ('seri', 'acomp', 'take'), ('much', 'advmod', 'darker'), ('darker', 'advmod', 'take'), ('direct', 'amod', 'darker'), ('without', 'prep', 'take'), ('ever', 'pcomp', 'without'), ('relent', 'compound', 'anim'), ('fantast', 'compound', 'anim'), ('anim', 'compound', 'charact'), ('import', 'compound', 'charact'), ('charact', 'nsubj', 'develop'), ('develop', 'conj', 'take')]",{'NORP': 1}
10.0,Maybe best Animated movie?,alexsovodoupe,"Aug 27, 2023",,mayb best anim movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mayb best anim movi', 'ROOT', 'movi')]","[('mayb', 'compound', 'movi'), ('best', 'amod', 'movi'), ('anim', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'PERSON': 1}
9.0,Epitome of animation features period.,SoumikBanerjee1996,"Aug 9, 2023",,epitom anim featur period,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('epitom anim featur period', 'ROOT', 'period')]","[('epitom', 'compound', 'anim'), ('anim', 'compound', 'period'), ('featur', 'compound', 'period'), ('period', 'ROOT', 'period')]",{}
10.0,The madness of series is increasing in every minute.,p-88453,"Jun 3, 2023",,mad seri increas everi minut,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mad seri increas', 'ROOT', 'increas')]","[('mad', 'amod', 'increas'), ('seri', 'amod', 'increas'), ('increas', 'ROOT', 'increas'), ('everi', 'compound', 'minut'), ('minut', 'npadvmod', 'increas')]","{'NORP': 1, 'PERSON': 1}"
9.0,B-R-I-L-L-I-A-N-T! Absolutely brilliant! [+92%],arungeorge13,"Aug 13, 2023",,brilliant absolut brilliant,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('brilliant', 'amod', 'absolut'), ('absolut', 'npadvmod', 'brilliant'), ('brilliant', 'ROOT', 'brilliant')]",{}
1.0,The story line is meaningless and not connected.,honestreviewer-16813,"Jun 17, 2023",,stori line meaningless connect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('stori line meaningless connect', 'ROOT', 'connect')]","[('stori', 'compound', 'line'), ('line', 'compound', 'connect'), ('meaningless', 'amod', 'connect'), ('connect', 'ROOT', 'connect')]",{}
10.0,Beautiful,zhnbwgkm,"Jun 3, 2023",,beauti,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('beauti', 'ROOT', 'beauti')]","[('beauti', 'ROOT', 'beauti')]",{'CARDINAL': 1}
9.0,GREAT FOLLOW-UP...!,masonfisk,"Jun 28, 2023",,great followup,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great followup', 'ROOT', 'followup')]","[('great', 'amod', 'followup'), ('followup', 'ROOT', 'followup')]",{}
10.0,One of the greatest animated movies of all time,tewwence,"Nov 12, 2023",,one greatest anim movi time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one greatest anim movi time', 'ROOT', 'time')]","[('one', 'nummod', 'time'), ('greatest', 'amod', 'anim'), ('anim', 'compound', 'movi'), ('movi', 'compound', 'time'), ('time', 'ROOT', 'time')]",{'CARDINAL': 1}
9.0,One of if not the best Spider-Man Movie movie ever made,TreeHouse_Productions,"Nov 17, 2023",,one best spiderman movi movi ever made,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best spiderman movi movi', 'nsubj', 'made')]","[('one', 'nummod', 'movi'), ('best', 'amod', 'movi'), ('spiderman', 'compound', 'movi'), ('movi', 'compound', 'movi'), ('movi', 'nsubj', 'made'), ('ever', 'advmod', 'made'), ('made', 'ROOT', 'made')]",{'CARDINAL': 1}
10.0,Art that will future generations will enjoy,Asura_H,"Jun 13, 2023",,art futur gener enjoy,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('art', 'compound', 'futur'), ('futur', 'compound', 'gener'), ('gener', 'compound', 'enjoy'), ('enjoy', 'ROOT', 'enjoy')]",{}
10.0,This may just be the greatest movie EVER,ouellettedavid,"Jun 7, 2023",,may greatest movi ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'dobj', 'greatest')]","[('may', 'aux', 'greatest'), ('greatest', 'ROOT', 'greatest'), ('movi', 'dobj', 'greatest'), ('ever', 'advmod', 'greatest')]",{}
3.0,Horrible and incomprehensible,thosspot,"Jul 10, 2023",,horribl incomprehens,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('horribl', 'nsubj', 'incomprehens')]","[('horribl', 'nsubj', 'incomprehens'), ('incomprehens', 'ROOT', 'incomprehens')]",{}
10.0,My Spidey Sense tells me this movie is amazing!,greenpixie-55102,"Jun 3, 2023",,spidey sen tell movi amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spidey sen', 'nsubj', 'tell'), ('movi', 'dobj', 'tell')]","[('spidey', 'compound', 'sen'), ('sen', 'nsubj', 'tell'), ('tell', 'ROOT', 'tell'), ('movi', 'dobj', 'tell'), ('amaz', 'advmod', 'tell')]",{'PERSON': 1}
10.0,11/10 movie,dodoalex-97745,"Jul 25, 2023",,movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'ROOT', 'movi')]","[('movi', 'ROOT', 'movi')]",{}
10.0,An absolute masterpiece and visually stunning,lundnielsensigrid,"Jan 11, 2024",,absolut masterpiec visual stun,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut', 'ROOT', 'absolut'), ('masterpiec visual stun', 'dobj', 'absolut')]","[('absolut', 'ROOT', 'absolut'), ('masterpiec', 'amod', 'stun'), ('visual', 'amod', 'stun'), ('stun', 'dobj', 'absolut')]",{}
8.0,"Vibrant, explosive and once again revolutionary in its animation style. There isn't ANYTHING else like it, anywhere.",tinjo23,"Jun 1, 2023",,vibrant explos revolutionari anim style isnt anyth el like anywher,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('vibrant explos revolutionari anim style', 'nsubj', 'is'), ('anyth el', 'attr', 'is')]","[('vibrant', 'amod', 'style'), ('explos', 'compound', 'style'), ('revolutionari', 'amod', 'style'), ('anim', 'compound', 'style'), ('style', 'nsubj', 'is'), ('is', 'ROOT', 'is'), ('nt', 'neg', 'is'), ('anyth', 'compound', 'el'), ('el', 'attr', 'is'), ('like', 'prep', 'is'), ('anywher', 'advmod', 'is')]",{}
9.0,The best soundtrack of a movie ever !,Mohammad_Ramadan,"Oct 15, 2023",,best soundtrack movi ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best soundtrack', 'ROOT', 'soundtrack'), ('movi', 'dobj', 'soundtrack')]","[('best', 'advmod', 'soundtrack'), ('soundtrack', 'ROOT', 'soundtrack'), ('movi', 'dobj', 'soundtrack'), ('ever', 'advmod', 'soundtrack')]",{}
9.0,"It's a Spider-Man movie, people will flock to theatres anyway.",himonsonowal,"Jun 3, 2023",,spiderman movi peopl flock theatr anyway,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman movi peopl flock', 'nsubj', 'theatr')]","[('spiderman', 'compound', 'movi'), ('movi', 'compound', 'flock'), ('peopl', 'compound', 'flock'), ('flock', 'nsubj', 'theatr'), ('theatr', 'ROOT', 'theatr'), ('anyway', 'advmod', 'theatr')]",{}
9.0,A kaleidoscope of colour and music from start to finish.,sbweightman,"Jun 3, 2023",,kaleidoscop colour music start finish,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('kaleidoscop colour music', 'nsubj', 'start'), ('finish', 'dobj', 'start')]","[('kaleidoscop', 'compound', 'music'), ('colour', 'compound', 'music'), ('music', 'nsubj', 'start'), ('start', 'ROOT', 'start'), ('finish', 'dobj', 'start')]",{}
3.0,A Giant Let Down,dviroz,"Jun 15, 2023",,giant let,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('giant', 'nsubj', 'let')]","[('giant', 'nsubj', 'let'), ('let', 'ROOT', 'let')]",{}
10.0,I'm in AWE,parksiet,"Jun 4, 2023",,im awe,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('i', 'nsubj', 'm'), ('awe', 'attr', 'm')]","[('i', 'nsubj', 'm'), ('m', 'ROOT', 'm'), ('awe', 'attr', 'm')]",{}
10.0,One Of My Favorite Movies of all time.,Arekkusu0,"Oct 1, 2024",,one favorit movi time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one favorit movi time', 'ROOT', 'time')]","[('one', 'nummod', 'favorit'), ('favorit', 'compound', 'movi'), ('movi', 'compound', 'time'), ('time', 'ROOT', 'time')]",{'CARDINAL': 1}
10.0,"If you were expecting the same ol' tired cliches, then I suggest you merely watch a rerun.",Kristi_Hicks,"Aug 8, 2023",,expect ol tire clich suggest mere watch rerun,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('ol tire clich', 'nsubj', 'suggest'), ('mere watch rerun', 'dobj', 'suggest')]","[('expect', 'ROOT', 'expect'), ('ol', 'amod', 'clich'), ('tire', 'compound', 'clich'), ('clich', 'nsubj', 'suggest'), ('suggest', 'ccomp', 'expect'), ('mere', 'amod', 'watch'), ('watch', 'compound', 'rerun'), ('rerun', 'dobj', 'suggest')]",{}
10.0,This is the greatest superhero movie,jovannathaniel-36175,"Jun 3, 2023",,greatest superhero movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest superhero movi', 'ROOT', 'movi')]","[('greatest', 'amod', 'movi'), ('superhero', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
10.0,An Epic Leap into Cinematic Marvel!,arsalanweb,"Aug 19, 2023",,epic leap cinemat marvel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('epic leap cinemat marvel', 'ROOT', 'marvel')]","[('epic', 'amod', 'marvel'), ('leap', 'compound', 'marvel'), ('cinemat', 'compound', 'marvel'), ('marvel', 'ROOT', 'marvel')]",{}
10.0,Mesmerizing and a stylish superhero film.,cruise01,"Sep 5, 2023",,mesmer stylish superhero film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mesmer stylish superhero film', 'ROOT', 'film')]","[('mesmer', 'compound', 'film'), ('stylish', 'compound', 'superhero'), ('superhero', 'compound', 'film'), ('film', 'ROOT', 'film')]",{'ORG': 2}
10.0,The Best Animated Film of 2023,KalKenobi83,"Jun 16, 2023",,best anim film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best anim film', 'ROOT', 'film')]","[('best', 'amod', 'film'), ('anim', 'compound', 'film'), ('film', 'ROOT', 'film')]",{}
1.0,Sad excuse of a Spider-man movie,samuele-64371,"Feb 23, 2024",,sad excus spiderman movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('sad excus spiderman movi', 'ROOT', 'movi')]","[('sad', 'amod', 'movi'), ('excus', 'compound', 'spiderman'), ('spiderman', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
9.0,Craziest Spiderman film I've ever seen...,shaikhirshad-41223,"Jun 2, 2023",,craziest spiderman film ive ever seen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('craziest spiderman film', 'ROOT', 'film'), ('i', 'nsubj', 'seen')]","[('craziest', 'amod', 'film'), ('spiderman', 'compound', 'film'), ('film', 'ROOT', 'film'), ('i', 'nsubj', 'seen'), ('ve', 'aux', 'seen'), ('ever', 'advmod', 'seen'), ('seen', 'relcl', 'film')]",{}
8.0,Brilliant; a testament to the power and freedom of moving images,TheVictoriousV,"Jun 12, 2023",,brilliant testament power freedom move imag,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliant testament power freedom move', 'nsubj', 'imag')]","[('brilliant', 'amod', 'power'), ('testament', 'compound', 'power'), ('power', 'compound', 'freedom'), ('freedom', 'compound', 'move'), ('move', 'nsubj', 'imag'), ('imag', 'ROOT', 'imag')]",{}
9.0,An absolutely stunning masterpiece,namob-43673,"Jun 2, 2023",,absolut stun masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut', 'ROOT', 'absolut'), ('stun masterpiec', 'dobj', 'absolut')]","[('absolut', 'ROOT', 'absolut'), ('stun', 'compound', 'masterpiec'), ('masterpiec', 'dobj', 'absolut')]",{'PERSON': 1}
10.0,Spider-Man: Across the Spider-Verse - A Web-Slinging Masterpiece of Freshness and Uniqueness,legendary_drax_10,"Jun 2, 2023",,spiderman across spidervers websling masterpiec fresh uniqu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'nsubj', 'websling'), ('spidervers', 'pobj', 'across'), ('fresh uniqu', 'dobj', 'websling')]","[('spiderman', 'nsubj', 'websling'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across'), ('websling', 'ROOT', 'websling'), ('masterpiec', 'dobj', 'websling'), ('fresh', 'amod', 'uniqu'), ('uniqu', 'dobj', 'websling')]",{}
10.0,A Cinematic Triumph in Spider-Man: Across the Spider-Verse,nikhilbogineni,"Dec 1, 2023",,cinemat triumph spiderman across spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinemat triumph spiderman', 'ROOT', 'spiderman'), ('spidervers', 'pobj', 'across')]","[('cinemat', 'compound', 'spiderman'), ('triumph', 'compound', 'spiderman'), ('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across')]",{}
10.0,A Perfect Continuation to a Landmark Piece of Animation.,Rainbow_Firefly,"Jun 4, 2023",,perfect continu landmark piec anim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('perfect continu landmark piec anim', 'ROOT', 'anim')]","[('perfect', 'amod', 'anim'), ('continu', 'compound', 'piec'), ('landmark', 'compound', 'piec'), ('piec', 'compound', 'anim'), ('anim', 'ROOT', 'anim')]",{}
9.0,Proof that superhero stories can be super,cliftonofun,"Jun 3, 2023",,proof superhero stori super,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('proof superhero stori', 'nsubj', 'super')]","[('proof', 'amod', 'superhero'), ('superhero', 'compound', 'stori'), ('stori', 'nsubj', 'super'), ('super', 'ROOT', 'super')]",{'PERSON': 1}
3.0,Did I watch the same thing as everyone else?,fibulator777,"Aug 26, 2023",,watch thing everyon el,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('thing', 'nsubj', 'everyon')]","[('watch', 'ROOT', 'watch'), ('thing', 'nsubj', 'everyon'), ('everyon', 'ccomp', 'watch'), ('el', 'npadvmod', 'watch')]",{}
10.0,I watched it 3x in 2 days and i wanna watch it more.,pradeepkumarchoice,"Aug 11, 2023",,watch x day wanna watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('watch', 'parataxis', 'watch'), ('x', 'punct', 'watch'), ('day', 'npadvmod', 'watch'), ('wanna', 'npadvmod', 'watch'), ('watch', 'ROOT', 'watch')]",{}
9.0,One of the best animated films ever,dakotadickenson-83457,"Jun 12, 2023",,one best anim film ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best anim film', 'ROOT', 'film')]","[('one', 'nummod', 'film'), ('best', 'amod', 'film'), ('anim', 'compound', 'film'), ('film', 'ROOT', 'film'), ('ever', 'advmod', 'film')]",{'CARDINAL': 1}
8.0,Spider-Man: Across the Spider-Verse,jboothmillard,"Jun 17, 2023",,spiderman across spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('spidervers', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across')]",{}
9.0,Mind-boggling animation and tight pacing with a poor choice of ending,jackgdemoss,"Jun 4, 2023",,mindboggl anim tight pace poor choic end,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mindboggl anim', 'nsubj', 'pace')]","[('mindboggl', 'compound', 'anim'), ('anim', 'nsubj', 'pace'), ('tight', 'amod', 'pace'), ('pace', 'nmod', 'end'), ('poor', 'amod', 'end'), ('choic', 'amod', 'end'), ('end', 'ROOT', 'end')]",{}
8.0,First Was More Groundbreaking,Slarkshark,"Jul 1, 2023",,first groundbreak,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('first groundbreak', 'ROOT', 'groundbreak')]","[('first', 'amod', 'groundbreak'), ('groundbreak', 'ROOT', 'groundbreak')]",{'ORDINAL': 1}
10.0,An honest review of this incredible film,aaronborg-94523,"Oct 17, 2023",,honest review incred film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('honest review', 'nsubj', 'incred')]","[('honest', 'amod', 'review'), ('review', 'nsubj', 'incred'), ('incred', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
10.0,"Mind-Blowing, Engaging And Suspenseful. Film Surpassed All Expectations",rannynm,"Jun 2, 2023",,mindblow engag suspens film surpass expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mindblow engag suspens film surpass', 'nsubj', 'expect')]","[('mindblow', 'amod', 'engag'), ('engag', 'compound', 'surpass'), ('suspens', 'compound', 'surpass'), ('film', 'compound', 'surpass'), ('surpass', 'nsubj', 'expect'), ('expect', 'ROOT', 'expect')]",{}
4.0,What a big disappointment!,sowencheung,"Jun 12, 2023",,big disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('big disappoint', 'ROOT', 'disappoint')]","[('big', 'amod', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
